responseId,LocationLatitude,LocationLongitude,2020_GISJOIN,2010_GISJOIN,2020G_FIPS,RUCC_2023,NotInUS
R_1kGoGjNXDQbVMNH,42.8859,-71.299,G33001500035001,G33001500035001,G33015,1,0
R_5n8DUZpfCG1Rcf3,30.2282,-93.1919,G22001900015001,G22001900015001,G22019,2,0
R_6DM4Dd6aNXmuHtc,44.5034,-87.9813,G55000900020011,G55000900020011,G55009,2,0
R_3iRlWiJZKJ7KCO2,40.8123,-73.9682,G36006100205001,G36006100205001,G36061,1,0
R_5j9itIOWJMuhSGn,33.7838,-84.4455,G13012100085003,G13012100087004,G13121,1,0
R_7n8CQyqbyBJTAHf,28.5274,-81.6012,G12009500171172,G12009500171042,G12095,1,0
R_6IhCYpRq1Bg8pq6,36.4486,-77.6738,G37008309305013,G37008309305013,G37083,4,0
R_3JQJ6UoBhpw3efM,40.7162,-73.9229,G36004700449023,G36008100535001,G36047,1,0
R_6Hcg6fwWEVhObsJ,42.428,-71.0618,G25001703415001,G25001703415001,G25017,1,0
R_1R0uOnZ1ncqGwgh,38.687,-121.3477,G06006700074151,G06006700074151,G06067,1,0
R_6dEZjnrE5QyVGYN,33.6143,-84.3716,G13006300403082,G13006300403082,G13063,1,0
R_3FPC8J2WerKYvKZ,35.2494,-81.3812,G37004509506011,G37004509506011,G37045,4,0
R_6rObDBCSsEfWEsa,33.8789,-117.5353,G06006500414101,G06006500414101,G06065,1,0
R_7f76k0issDkp6qH,25.6696,-80.2875,G12008600078062,G12008600078062,G12086,1,0
R_5nU7ITr57ugzGae,26.1748,-98.187,G48021500214052,G48021500214032,G48215,2,0
R_6fxufcIkiIgiQDi,38.5774,-90.6709,G29018902221002,G29018902221002,G29189,1,0
R_6sr2kJXoUMrQeGd,42.9656,-85.65,G26008100022004,G26008100022004,G26081,1,0
R_32bnKGp6pX2UV9L,39.6796,-104.9626,G08003100030032,G08003100030032,G08031,1,0
R_7o0WOrgiCNVCRMA,40.0558,-75.0773,G42010100308003,G42010100308003,G42101,1,0
R_7Eod994U6gT3Oka,37.7201,-122.4414,G06007500261004,G06007500261004,G06075,1,0
R_6pisEcZU7KHO4St,33.5226,-86.8033,G01007300027021,G01007300027002,G01073,1,0
R_6fxuyHjj8IR3lcm,40.2176,-85.3824,G18003500011001,G18003500011001,G18035,3,0
R_3gO3ykaQLChEQ56,36.16,-95.988,G40014300025003,G40014300025002,G40143,1,0
R_6k0Ti1oFAuLTgzP,42.437,-82.99,G26016305033002,G26016305033001,G26163,1,0
R_52KfxitWoJiN4h9,41.8969,-91.1615,G19003104502001,G19003104502001,G19031,8,0
R_7rZkDDNdq2oYzL2,36.062,-91.9125,G05006509602001,G05006509602001,G05065,9,0
R_6KDeOqRUSx44U1l,40.726,-73.848,G36008100741004,G36008100741004,G36081,1,0
R_3BfG6sZkT5HbYVi,31.7703,-106.3006,G48014100103261,G48014100103261,G48141,2,0
R_50SqCdg932dANeB,36.7943,-119.8856,G06001900038101,G06001900038101,G06019,1,0
R_7YKBsUV330BaB6p,40.7809,-73.9502,G36006100154013,G36006100154007,G36061,1,0
R_4th61OMkLSBx7yr,40.9485,-75.9565,G42007902173003,G42007902173003,G42079,2,0
R_51iacoyHcHITqJJ,41.6021,-93.6124,G19015300048002,G19015300048002,G19153,2,0
R_7oNjTqheb0AJzuq,6.4474,3.3903,,0,,#N/A,1
R_3ouydJeFyy4GG48,35.8287,-78.3112,G37018300543051,G37018300543022,G37183,1,0
R_5Q0Iezis7Tb0SS5,37.751,-97.822,G20015500018002,G20015500018002,G20155,4,0
R_3NTZUntndKEJIG1,39.2909,-76.6096,G24051000401003,G24051000401001,G24510,1,0
R_6ia1gqzbhqQusoM,29.7638,-95.4924,G48020104316003,G48020104316003,G48201,1,0
R_6Izp9ubcxNFyLUq,28.6344,-81.6221,G12009509900000,G12009509900000,G12095,1,0
R_6o8zOH6pdez68P7,40.793,-74.0247,G34001700145021,G34001700145021,G34017,1,0
R_6upQDmZOVfj6cGF,39.1397,-86.5141,G18010500010013,G18010500010013,G18105,3,0
R_5oH4pkzQ9dY8PHH,39.068,-76.9933,G24003107015034,G24003107015034,G24031,1,0
R_533F7vngaGgoBlC,46.3215,-120.0156,G53007700020062,G53007700020023,G53077,2,0
R_6Oo1dV4WWlDQceZ,39.6993,-104.8814,G08003100070881,G08003100070881,G08031,1,0
R_71wAFJUdBW2uEpz,28.6344,-81.6221,G12009509900000,G12009509900000,G12095,1,0
R_6dLddetYVqmCPFI,37.7047,-122.1245,G06000104338012,G06000104338002,G06001,1,0
R_31cwxty9sDDlWGT,40.1041,-80.6425,G54006900020001,G54006900020001,G54069,3,0
R_3elDVjAUkKFntn0,33.107,-97.1598,G48012100203162,G48012100203031,G48121,1,0
R_3CqF2TMnq8PYksO,41.3944,-74.3332,G36007100121002,G36007100121004,G36071,2,0
R_5gXxjr66YNbNoHY,34.5102,-93.0638,G05005100108002,G05005100108002,G05051,3,0
R_3TV1mbcryTj6Dbr,32.4301,-80.6694,G45001300006002,G45001300006002,G45013,3,0
R_5mG5JvtNnaqfLYl,34.9288,-95.7596,G40012104865002,G40012104865002,G40121,7,0
R_7DGpavwBcrqwpWg,32.7167,-116.8323,G06007300213041,G06007300213041,G06073,1,0
R_5wnRnfiYDzLelr6,35.5688,-90.7052,G05011104905012,G05011104905004,G05111,3,0
R_1pnby0owPRiZxnR,42.077,-87.7209,G17003108011004,G17003108011004,G17031,1,0
R_7Qy7wjkMsFI0Mpj,45.0435,-93.4827,G27005300266161,G27005300266132,G27053,1,0
R_7JPWNr2exLkkDVE,38.2373,-81.551,G54003900122001,G54003900122001,G54039,3,0
R_5OiagUM1d2EqZnu,36.102,-115.1447,G32000300026032,G32000300026032,G32003,1,0
R_53gqkCraR83AEZ5,42.8482,-73.7863,G36009100625033,G36009100625032,G36091,2,0
R_7EgKhUaVYpjoDLv,42.3768,-71.0611,G25002500401002,G25002500401002,G25025,1,0
R_7ZH3ZLiG07RhHgd,39.9233,-75.2313,G42010100067002,G42010100067004,G42101,1,0
R_7Y9U6HOp6RIDf2b,36.1724,-115.0677,G32000300005172,G32000300005172,G32003,1,0
R_1k6BxtWwhIdbGWh,39.0696,-94.5693,G29009500052001,G29009500052002,G29095,1,0
R_3OkcgDaOQWylP75,40.0351,-74.1107,G34002907142005,G34002907142005,G34029,1,0
R_1zX77B9xE5t0v9D,29.5418,-98.4212,G48002901211121,G48002901211121,G48029,1,0
R_65EuCirGDftLtsd,43.7746,-88.4376,G55003900409004,G55003900409004,G55039,3,0
R_3vd0GoUfsyO4yA2,41.8764,-87.6133,G17003103204001,G17003103204001,G17031,1,0
R_6GYHNS3up55eR8Z,29.8973,-95.6463,G48020105411001,G48020105411001,G48201,1,0
R_6z6p3MJ2VM8earJ,40.0877,-76.4131,G42007100117062,G42007100117034,G42071,2,0
R_3AL5Pwhb7eC2I5L,37.6112,-93.414,G29016709603022,G29016709603002,G29167,2,0
R_5CPypKUmvA3hC2H,32.8687,-96.8626,G48011300098022,G48011300098024,G48113,1,0
R_1jUsN6YHVY0Ds09,42.9827,-70.9472,G33001501062004,G33001501062004,G33015,1,0
R_38Mb4uYMzMaH9dL,39.4587,-76.962,G24001305042022,G24001305042023,G24013,1,0
R_6Le4mxV91gUe3pj,36.8797,-76.2644,G51071000030001,G51071000030001,G51710,1,0
R_6NhwE4gWa2bcuQr,38.6096,-121.4443,G06006700069023,G06006700069003,G06067,1,0
R_6XaUSJwc1jwHfA5,42.9255,-88.8474,G55005501014002,G55005501014002,G55055,4,0
R_6gSIxyY2zbcMCdQ,43.014,-88.2783,G55013302031061,G55013302031024,G55133,1,0
R_5CalZpL8m1U2MgG,40.6372,-73.9037,G36004700994001,G36004700994001,G36047,1,0
R_5JDSNZQqFUmCPEX,41.7979,-74.3026,G36011109550021,G36011109550001,G36111,3,0
R_3G7qDhLbe8RxBYt,33.7568,-117.7938,G06005900756063,G06005900756063,G06059,1,0
R_6xDcSnnQ7couJkK,42.773,-73.7111,G36000100130003,G36000100130003,G36001,2,0
R_5rJgCWvnsA6xuYF,32.8008,-96.7884,G48011300016011,G48011300016002,G48113,1,0
R_50MzeO9EaoB7YZ2,35.0741,-77.4617,G37010309203002,G37010309203002,G37103,8,0
R_1UUDdpcCvoAnO1P,28.6344,-81.6221,G12009509900000,G12009509900000,G12095,1,0
R_3ctHXVFNxOPO7yH,28.6344,-81.6221,G12009509900000,G12009509900000,G12095,1,0
R_1XnEIJYWmzwWMWj,28.098,-81.4949,G12010500125132,G12010500125031,G12105,2,0
R_6BffaN7JjXYwijx,6.4474,3.3903,,0,,#N/A,1
R_6FOMJrF3Klcc9mo,40.0048,-76.5938,G42013300235001,G42013300234005,G42133,2,0
R_7RdbU8SxVqGsdgJ,45.4555,-93.5844,G27014100301053,G27014100301013,G27141,1,0
R_7LvCjkEt2En50Vp,39.2807,-80.3493,G54003300301001,G54003300301002,G54033,5,0
R_7rJBaDwVbydBkfO,39.3526,-83.3888,G39007109544003,G39007109544003,G39071,6,0
R_3prQGhoNvZyfoXZ,41.141,-81.4768,G39015305206002,G39015305206002,G39153,2,0
R_2HAG7KDvoxHNoel,28.5274,-81.6012,G12009500171172,G12009500171042,G12095,1,0
R_35BCaWZH2PiyHYO,28.9107,-81.1957,G12012700910361,G12012700910271,G12127,2,0
R_6hTCd4V559e02wV,33.8782,-117.9567,G06005900017044,G06005900017041,G06059,1,0
R_6a9VAySm0O2lKt7,39.5378,-84.3895,G39001700121002,G39001700121002,G39017,1,0
R_7FZIelf5bDbtGff,28.4986,-81.5353,G12009500148091,G12009500148091,G12095,1,0
R_6e8tgfz0ys65NQf,41.6047,-72.8813,G09000304306021,G09000304306022,G09003,#N/A,0
R_7oGt4DAGz3yONum,42.8575,-72.594,G50002509684003,G50002509684003,G50025,7,0
R_7f2V5psRCFYQrlo,34.5318,-83.9718,G13018709602042,G13018709602023,G13187,1,0
R_7yC6peQ7Ybgzltv,33.9388,-117.416,G06006500314025,G06006500314021,G06065,1,0
R_3R9HxbQblsKBOo2,40.7961,-73.9513,G36006100143001,G36006100143001,G36061,1,0
R_5DuN3qQ5CDN9ulZ,29.7133,-95.4804,G48020104215021,G48020104215001,G48201,1,0
R_6kzSwPpiU7f69xs,38.5774,-90.6709,G29018902221002,G29018902221002,G29189,1,0
R_6GwIdH3rgmIjgm5,43.098,-73.5046,G36011500890002,G36011500890002,G36115,3,0
R_5lspyu92xBHQxHK,32.3816,-96.8322,G48013900604002,G48013900604003,G48139,1,0
R_6QgpRklJP2GxfqM,33.6647,-117.9663,G06005900992372,G06005900992372,G06059,1,0
R_6VdayhgAgLFPHvX,40.8063,-79.9754,G42001909117001,G42001909117001,G42019,1,0
R_3M5xxDGqRBu3xoV,42.9697,-90.1369,G55004909504002,G55004909504002,G55049,2,0
R_5bPJAKDILssV3te,42.5039,-83.1823,G26012501700003,G26012501700001,G26125,1,0
R_3hzFSmEyBeUP5dO,40.7123,-74.0068,G36006100031002,G36006100031001,G36061,1,0
R_6Q6NIOzbHHX4JIN,40.2673,-74.9487,G42001701052081,G42001701052081,G42017,1,0
R_7lTAdQZojuVeYTv,28.1138,-82.3677,G12005700102113,G12005700102113,G12057,1,0
R_7txmNXCiY0HWJsS,39.2909,-76.6096,G24051000401003,G24051000401001,G24510,1,0
R_3gbSEDzFNxBhetC,40.7359,-73.9904,G36006100052001,G36006100052001,G36061,1,0
R_1DSuKWSk2c7cuTQ,42.3388,-71.0726,G25002500711013,G25002500711011,G25025,1,0
R_7wTCkC2382LuA7V,43.004,-84.5693,G26003700108011,G26003700108011,G26037,2,0
R_7xzStDwBgg8wkxQ,40.2257,-78.831,G42011100202002,G42011100202002,G42111,6,0
R_7gqg4KouG33VV79,41.7017,-73.9078,G36002702203002,G36002702203002,G36027,2,0
R_1CCmerb8Kt7VVbG,39.1658,-76.6382,G24000307509003,G24000307509003,G24003,1,0
R_6HCxEVUNL0yxdEc,46.3193,-119.3377,G53000500107031,G53000500102011,G53005,2,0
R_4shRDj8QazI3X13,30.3608,-91.0917,G22003300040192,G22003300040064,G22033,2,0
R_6NyocTHpkVs3F7b,29.5183,-95.0977,G48016707213013,G48016707213003,G48167,1,0
R_7sta2ZnhubS5B0K,41.3962,-72.7809,G09000901862001,G09000901862001,G09009,#N/A,0
R_1o5CLOHGaoT0xkR,42.3474,-71.1582,G25002500004023,G25002500004023,G25025,1,0
R_1Hoi5YPDqntcBPZ,39.6527,-105.0414,G08003100055021,G08003100055021,G08031,1,0
R_7Jcg2twa38Tt3pv,37.5503,-77.3942,G51008702010032,G51008702010032,G51087,1,0
R_1lrnvr5qujkydRD,40.8241,-73.8977,G36000500131003,G36000500131003,G36005,1,0
R_1E008amHoOBjLx9,39.7661,-86.1735,G18009703564001,G18009703564002,G18097,1,0
R_59bvXTt0Zi89xIt,44.9834,-93.2622,G27005301261011,G27005301261002,G27053,1,0
R_6XXMzxeeOOr6RsB,29.4698,-98.5357,G48002901802023,G48002901802023,G48029,1,0
R_7pzcr8fl4mmIaKa,38.581,-121.4939,G06006700011031,G06006700011011,G06067,1,0
R_1QNPkH2IMZ89Ucx,43.3195,-76.4178,G36007500211043,G36007500211043,G36075,2,0
R_6kmIoKXLaU31SiB,39.9945,-75.1648,G42010100168001,G42010100168006,G42101,1,0
R_1XuVqG2QrOq6Ekp,42.2593,-84.7656,G26002500036001,G26002500036001,G26025,3,0
R_3jlleS9kmMJUics,32.9321,-97.2834,G48043901139343,G48043901139221,G48439,1,0
R_7ohDEEVRnN2jux0,30.4032,-97.753,G48045300308003,G48045300017223,G48453,1,0
R_1NPstM8Sg8o0VWy,40.0345,-75.1193,G42010100273001,G42010100273002,G42101,1,0
R_12yFcvXIRNAJ51T,39.975,-82.8207,G39004900093813,G39004900093813,G39049,1,0
R_72Y2hinajXkkjff,26.4122,-80.0875,G12009900072061,G12009900072011,G12099,1,0
R_3YXRZIofw6JzAg5,41.8244,-71.408,G44000700008003,G44000700008003,G44007,1,0
R_5qjI1Cj16Hgcfj8,40.7652,-73.9588,G36006100118004,G36006100118004,G36061,1,0
R_3eQfix8pmVc609t,36.1277,-80.653,G37019700505043,G37019700505014,G37197,2,0
R_3jHmwsGN2p2MOlz,30.4549,-90.9029,G22006300408121,G22006300408042,G22063,2,0
R_3E75H8C6lyz0OVD,6.4474,3.3903,,0,,#N/A,1
R_3Pnr1jaAasP7tFM,28.5836,-81.5324,G12009500150032,G12009500150031,G12095,1,0
R_5JxwQx3nV6uPB5K,42.4861,-82.8665,G26009902511001,G26009902511001,G26099,1,0
R_5cUklPe5HpkRahF,34.1619,-116.4335,G06007100104281,G06007100104111,G06071,1,0
R_1eqK5QC2QecrkUD,33.7485,-84.3871,G13012100035001,G13012100035001,G13121,1,0
R_3gILVXx53U147M1,34.5701,-83.3091,G13025709703021,G13025709703021,G13257,7,0
R_37urZQ3Dso9ly2l,33.9883,-118.3294,G06003702347003,G06003702347003,G06037,1,0
R_3dnbOMYHPnla86G,42.789,-73.9759,G36009300327003,G36009300327003,G36093,2,0
R_5xVuNhHBCtdEn5F,38.9324,-77.0271,G11000100031002,G11000100031001,G11001,1,0
R_5QnbAYMupPMkSxh,41.935,-87.8737,G17003108114013,G17003108114013,G17031,1,0
R_1ghusWFaJ2sPBnP,28.6344,-81.6221,G12009509900000,G12009509900000,G12095,1,0
R_1hfk7i0lUiRxPM1,37.7428,-122.1745,G06000104094002,G06000104094002,G06001,1,0
R_1dMRIbt8dYWLwvZ,36.0683,-119.0343,G06010700038011,G06010700038011,G06107,2,0
R_3rYNO8UnYJncfm1,42.0753,-80.0671,G42004900110013,G42004900110013,G42049,2,0
R_3C0XlentpI57LxB,29.6925,-95.363,G48020103137001,G48020103137001,G48201,1,0
R_7dAMtrfBYDmsvt1,42.4261,-83.2514,G26016305412002,G26016305412001,G26163,1,0
R_3JK1AhXsk4L7JyE,27.8672,-82.3503,G12005700137023,G12005700137023,G12057,1,0
R_7gT8fihIL2MJRaF,44.9834,-93.2622,G27005301261011,G27005301261002,G27053,1,0
R_4OpKAiNv6fGOTcG,10,8,,0,,#N/A,1
R_5rCDSxgCfiSUAMp,29.8103,-85.3046,G12004509603021,G12004509603003,G12045,8,0
R_3jkWGV8CwT5olFI,21.3629,-157.8727,G15000300067044,G15000300067011,G15003,1,0
R_11yC0mJtDzrwCSs,29.8478,-95.6599,G48020105416031,G48020105416024,G48201,1,0
R_6hLLK9kErZxSECJ,35.2916,-80.8201,G37011900054032,G37011900054032,G37119,1,0
R_5ErTftjqdOo2qKH,29.9701,-90.0254,G22007100011001,G22007100011001,G22071,1,0
R_1dFHgonD5coTCpd,28.4986,-81.5353,G12009500148091,G12009500148091,G12095,1,0
R_31Va5iffGqZA14l,34.0034,-84.4605,G13006700303314,G13006700303311,G13067,1,0
R_7QyMxzjNjoPlcMY,42.6862,-77.8627,G36005100308003,G36005100308004,G36051,1,0
R_1axj22WZZCjoTRu,29.4152,-98.4192,G48002901308004,G48002901308004,G48029,1,0
R_7qJsvP4rZ9hAm0S,33.4743,-112.194,G04001301125041,G04001301125041,G04013,1,0
R_609UDY18y0CS6tP,44.0302,-70.9614,G23001709667001,G23001709667001,G23017,6,0
R_1UVNVK8FWOM5Tkc,40.7849,-111.9338,G49003501005004,G49003501005004,G49035,1,0
R_65QsIY5AQIsSYZP,35.6096,-88.8143,G47011300008002,G47011300008002,G47113,3,0
R_6QMcThp310nGIEF,38.5956,-76.9908,G24001708507134,G24001708507131,G24017,1,0
R_7uHYBdJbj07vvBT,41.8059,-89.7106,G17019500009002,G17019500009002,G17195,4,0
R_1OUyMznj1hySjqb,34.9274,-82.3186,G45004500026101,G45004500026101,G45045,2,0
R_6PZYw0xJgzyg9Dz,30.4509,-91.1563,G22003300016001,G22003300016001,G22033,2,0
R_7YrZKtV8s8Xa8v4,46.2292,-119.1705,G53002100205033,G53002100205027,G53021,2,0
R_52ldErj8VqH1ZwB,34.4702,-117.1881,G06007100097094,G06007100097091,G06071,1,0
R_7HSv8W6iZqpDkeY,40.3052,-79.5418,G42012908041003,G42012908041001,G42129,1,0
R_6tJ6stxD36Examu,36.0907,-115.0886,G32000300028262,G32000300028262,G32003,1,0
R_3ansjvJnRdAJhYo,33.4076,-86.9473,G01007300103022,G01007300103022,G01073,1,0
R_3rSlicKpaytcABm,28.1355,-82.4605,G12005700110062,G12005700110062,G12057,1,0
R_3O08xV1l6hlhpHc,33.6871,-84.151,G13008900234292,G13008900234282,G13089,1,0
R_3OSgYdPPAFr7xxD,40.7252,-73.944,G36004700591004,G36004700591004,G36047,1,0
R_6EN5Qj3vDC3xPcB,47.6034,-122.3414,G53003300081022,G53003300081001,G53033,1,0
R_3hN0VYi1t6dkoey,36.16,-95.988,G40014300025003,G40014300025002,G40143,1,0
R_3pMrKoAn2m8aKAl,29.675,-95.486,G48020104219001,G48020104219001,G48201,1,0
R_6DnLEVMYglFgj93,40.7099,-73.9591,G36004700525001,G36004700525001,G36047,1,0
R_7srTcEKUFQTtR9T,41.947,-80.5492,G39000700001013,G39000700001013,G39007,1,0
R_5J9i9AJeHqk99LV,44.7818,-93.5165,G27013900803055,G27013900803021,G27139,1,0
R_3r2znOxtm59Lnjj,38.0704,-78.9067,G51082000034002,G51082000034002,G51820,3,0
R_15QrTmeWCDepgkS,42.437,-82.99,G26016305033002,G26016305033001,G26163,1,0
R_6FKUnXxU0KeKofq,41.8764,-87.6133,G17003103204001,G17003103204001,G17031,1,0
R_1laxuG7xKVTy5CH,36.7986,-119.8107,G06001900046022,G06001900046022,G06019,1,0
R_625NfVGHZOd3oNb,40.4845,-104.9005,G08012300022031,G08012300022031,G08123,2,0
R_7St6zyfD4FeYlMJ,41.779,-87.7789,G17003106403006,G17003106403006,G17031,1,0
R_7Oj1f91JQTG1gQM,35.7023,-96.8879,G40008109617002,G40008109617002,G40081,1,0
R_6k2glMJJxFZUuul,40.5787,-74.2292,G34002300037003,G34002300037003,G34023,1,0
R_3ePvncAzwwgA745,38.9522,-77.0253,G11000100021014,G11000100021014,G11001,1,0
R_5JFw5R69DER1qKz,33.878,-83.8923,G13013500507442,G13013500507262,G13135,1,0
R_6JepkBuWEr3xlK8,40.7123,-74.0068,G36006100031002,G36006100031001,G36061,1,0
R_6qWostWfgLkeG3a,30.1746,-97.8203,G48045300318004,G48045300017471,G48453,1,0
R_7dMDkKu72xtza63,39.2487,-84.3457,G39006100239022,G39006100239022,G39061,1,0
R_1Dw1w2Zbb5SpUa6,37.7047,-122.1245,G06000104338012,G06000104338002,G06001,1,0
R_5h6JsnH5lABGvKd,40.8622,-73.8902,G36000500397001,G36000500397001,G36005,1,0
R_6ga4ZQgg7La5rQB,41.5681,-87.1749,G18012700505061,G18012700505061,G18127,1,0
R_3X0AajwM7UP3UrT,42.3914,-83.1493,G26016305366002,G26016305366003,G26163,1,0
R_7DSgqIP52M3fvpL,44.971,-93.0498,G27012300316001,G27012300316001,G27123,1,0
R_3q4VY1vhh3w2jhH,38.6664,-90.322,G29018902159023,G29018902159005,G29189,1,0
R_59vWhTi8qaclMPf,38.8768,-104.812,G08004100003012,G08004100003012,G08041,2,0
R_3IcjbYMxy56cnhz,41.3143,-93.588,G19018100211002,G19018100211002,G19181,2,0
R_3bZccxtidjSEcna,44.5542,-69.6179,G23001100230012,G23001100230012,G23011,4,0
R_5Jxitzh3w0AWBAZ,38.5774,-90.6709,G29018902221002,G29018902221002,G29189,1,0
R_6kmQJh6FopcQuXD,34.048,-94.3387,G05013300803003,G05013300803003,G05133,6,0
R_5XpogYZ7xGaYooh,29.4963,-98.4004,G48002901214041,G48002901214041,G48029,1,0
R_17fCWWUDKRdZJK7,32.419,-95.2106,G48042300017013,G48042300017001,G48423,3,0
R_5Cr8vtowkCu5wgp,32.7967,-117.1367,G06007300093012,G06007300093012,G06073,1,0
R_1mqBstWO4cAdb45,42.5403,-83.379,G26012501578003,G26012501578003,G26125,1,0
R_3DSVK2cjyNqrrpC,34.0915,-118.1307,G06003704810011,G06003704810012,G06037,1,0
R_1EaK2wsT7cPAyDz,37.7241,-88.9301,G17019900211003,G17019900211003,G17199,5,0
R_62LFCQ6DbAtQrK1,39.7321,-104.9555,G08003100033004,G08003100033004,G08031,1,0
R_5emS2r66bB4OtWN,32.6098,-85.4768,G01008100402013,G01008100402004,G01081,3,0
R_1YxDN13C61lV2oB,32.6587,-97.1617,G48043901115332,G48043901115332,G48439,1,0
R_3hxTlZbk0k8BaX6,42.1955,-83.4894,G26016305883001,G26016305883001,G26163,1,0
R_3kbqvM9emv5RlP7,35.6618,-78.3993,G37010100402102,G37010100402031,G37101,1,0
R_1rNabQZc3iHYz7l,33.7485,-84.3871,G13012100035001,G13012100035001,G13121,1,0
R_5SJstpELjBuuXvN,34.0121,-117.6883,G06007100006051,G06007100006051,G06071,1,0
R_528ZkNHQ6nTWwWF,39.6796,-104.9626,G08003100030032,G08003100030032,G08031,1,0
R_5flCinZLCL6vsDo,44.6821,-67.4046,G23002909561002,G23002909561002,G23029,9,0
R_3vYdvr5uyB75vdH,37.5115,-77.5662,G51004101009071,G51004101009071,G51041,1,0
R_6geBWNekuH1vKr7,36.5489,-83.6788,G47002509703001,G47002509703001,G47025,6,0
R_6Y84oeE1IGLy7Kx,39.9233,-75.2313,G42010100067002,G42010100067004,G42101,1,0
R_3w4V50tIxdD8OXY,40.8004,-73.9504,G36006100186003,G36006100186003,G36061,1,0
R_6scCan7hL1ta2XA,32.4258,-94.7078,G48018300014001,G48018300014001,G48183,2,0
R_5TTmawgbtpZNoSB,37.9273,-76.8545,G51005709507002,G51005709507002,G51057,8,0
R_5LCCOqfU7pN7zME,38.9336,-92.363,G29001900012023,G29001900012021,G29019,3,0
R_1CqIIOEtfu6chIC,40.2152,-74.7471,G34002100007003,G34002100007003,G34021,2,0
R_6ldtVlWXUVit1Vn,38.6096,-121.4443,G06006700069023,G06006700069003,G06067,1,0
R_3Jtp8owaX3dGhKV,40.2327,-76.9331,G42004100102042,G42004100111023,G42041,2,0
R_3bZyDOnGNbTwDzr,44.2762,-121.1847,G41001700008002,G41001700008003,G41017,3,0
R_6dySdE0iZYrO5ft,30.2712,-81.7529,G12003100126022,G12003100126022,G12031,1,0
R_6hXzfiafEhokHFQ,29.0378,-95.698,G48003906628004,G48003906628004,G48039,1,0
R_7GkuK8VJzaJD7pP,42.5582,-114.4659,G16008300011003,G16008300011003,G16083,3,0
R_1IGxJRB5u7TNPMd,40.8943,-73.9801,G34000300153004,G34000300153004,G34003,1,0
R_6CHkZwkamK5jCUQ,41.2723,-75.8887,G42007902127004,G42007902127004,G42079,2,0
R_3ckFgTJNSEA1dic,33.7485,-84.3871,G13012100035001,G13012100035001,G13121,1,0
R_7NyPXqaM2flfSSC,43.9001,-91.2276,G55006300104031,G55006300104023,G55063,3,0
R_51jpBvjViHsCXSN,32.7776,-79.9413,G45001900001003,G45001900001003,G45019,2,0
R_7wBvyIpaQF6ZWRG,32.6085,-96.8655,G48011300166172,G48011300166171,G48113,1,0
R_3oTbDJGDqfSHJnj,39.4436,-104.8536,G08003500140162,G08003500140122,G08035,1,0
R_7GDMnnSUzJ2ubPM,42.9778,-87.891,G55007900207002,G55007900207002,G55079,1,0
R_6vxO0MMKXoFgoq5,33.7585,-84.183,G13008900232172,G13008900232102,G13089,1,0
R_6lrh14UZN3mn1eh,42.8738,-74.0507,G36009300326021,G36009300326021,G36093,2,0
R_5mnmkfodqgbQ1gP,43.2585,-77.6695,G36005500136032,G36005500136032,G36055,1,0
R_1KOqXIPUP2WVFSM,29.572,-95.54,G48015706710013,G48015706710013,G48157,1,0
R_5OPjNrJEweBk6Pw,34.0915,-118.1307,G06003704810011,G06003704810012,G06037,1,0
R_6dmDYhNhmyHHbS0,35.1567,-89.9274,G47015700087003,G47015700087003,G47157,1,0
R_6PYJf2F8XgaQwMt,47.3957,-122.3036,G53003300289025,G53003300289025,G53033,1,0
R_1rkpeCw3mpw9bM5,36.6431,-76.2476,G51055000210091,G51055000210091,G51550,1,0
R_7flZJT9i8wIIwac,41.3472,-75.9854,G42007902112052,G42007902112052,G42079,2,0
R_6erXeHxhhiVBlEy,36.7986,-119.8107,G06001900046022,G06001900046022,G06019,1,0
R_7FrlxfbfLKnJgac,39.7593,-104.9651,G08003100023001,G08003100023001,G08031,1,0
R_1qXBmQyqxlLaA6Z,41.1685,-82.2291,G39009300961002,G39009300961002,G39093,1,0
R_6MFcH3vWeEByOB3,39.3618,-94.7904,G29016500305022,G29016500305003,G29165,1,0
R_5F0lBHW00FMyRIR,33.8229,-84.3535,G13012100092032,G13012100092003,G13121,1,0
R_5LaUDFAEXdoVIpB,37.7652,-122.1579,G06000104098001,G06000104098001,G06001,1,0
R_7e5B8SCzQmVpPfg,33.8838,-118.1261,G06003705542042,G06003705542042,G06037,1,0
R_5ClkYLhSYOeS9Fc,37.528,-77.4374,G51076000610023,G51076000610002,G51760,1,0
R_5GqEj1ysEFU2GVm,42.291,-85.6341,G26007700015023,G26007700015023,G26077,2,0
R_6GPrK07FSks3Or7,30.6334,-88.0864,G01009700074004,G01009700074004,G01097,2,0
R_69CkbErp8Gi3qV3,34.1283,-118.0514,G06003704307242,G06003704307242,G06037,1,0
R_190nqXiX9AU8Ipa,40.8136,-73.9384,G36006100212002,G36006100212002,G36061,1,0
R_58XULQ1zkdYbtIt,33.4166,-86.7795,G01007300129171,G01007300129061,G01073,1,0
R_3rejsawjevCAUr2,39.14,-77.7346,G51010706107012,G51010706107012,G51107,1,0
R_6aPonKJOkMUNXLY,36.9199,-86.4392,G21022700108053,G21022700108031,G21227,3,0
R_5NbpylEylzO9uDO,33.972,-118.242,G06003705349004,G06003705349004,G06037,1,0
