IPAddress,Duration (in seconds),responseId,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101,aid
104.33.1.76,2284,R_6PAzdb5FTPt8WFX,34,-118,1,1,5,2,7,1,11,2,2,15,100,20,20,15,10,"1,2","1,2",5,5,5,"1,2","1,2",5,5,5,5,5,5,"1,2",,"1,2",4,"1,2","1,2","1,2",4,4,,1,3,,,,,,0,0,,,,0,0,,,,,,,0,3,3,,,,"1,3",3,,,,,,,3,,0,0,,,,0,0,,,,,,,0,3,3,,,,3,3,,,,,,,3,,1,2,4,4,4,2,2,1,4,4,4,2,3,3,15,,3,120,120,60,60,90,90,5,3,8,"1,8",,2,3,3,2,,2,2,4,2,5,4,6,6,7,7,7,5,7,5,4,7,6,5,7,7,4,"1,3,4,5,6,7",5,2,1,92805,191,221,3,659635a9-49e2-d46a-b0dd-59aaff1a4fc5
70.187.14.120,607,R_6PENlPsA1fuKeqJ,41,-96,1,1,28,1,3,1,12,11,11,6,25,25,15,60,20,5,"1,2",5,"1,2","1,2",5,5,5,5,5,5,"1,2","1,2",5,,4,4,4,4,4,4,4,,,,,,,,,,70,,30,50,,,,,,,30,40,,,3,,3,2,,,,,,,3,3,,4,,70,,30,60,,,,,,,20,40,,,3,,3,"2,3",,,,,,,3,"1,3",,4,2,1,1,2,2,1,2,2,2,2,2,2,3,2,15,,3,30,28,58,60,23,16,5,3,8,"1,2,3,6,7,8",,2,3,2,2,,2,2,3,1,1,4,4,5,5,5,5,4,5,6,6,6,5,5,5,7,5,"4,5,7",3,4,1,68046,1682,1759,2,65b1ae2c-a3fe-3cf9-5140-be42a76d91c4
172.58.134.170,17508,R_6PLblHELYV8JB2e,26,-80,1,1,10,1,7,1,12,7,5,15,60,15,30,30,25,5,"1,2",5,5,5,"1,2","1,2",5,5,5,5,5,5,5,,"1,2",4,"1,2",4,4,4,4,,,1,,,,,,,30,,,,60,30,,,,,,,,,3,,,,3,3,,,,,,,,,,40,,,,40,30,,,,,,,,,3,,,,3,3,,,,,,,,,3,3,4,4,4,2,2,4,4,4,4,4,4,4,15,,3,61,63,69,69,60,61,5,3,"6,7",1,,2,2,2,2,,2,2,4,2,1,6,4,3,3,5,3,4,5,5,4,6,5,4,4,7,2,"4,5,7",4,2,1,33974,330,42,2,6596c77d-50cd-c5c7-77d8-5f5f46c7be7d
107.77.223.226,824,R_6PNSZ5qX5q12NbM,41,-74,1,1,22,1,3,1,3,12,12,70,100,150,80,100,80,"1,2","1,2",1,"1,2",2,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",McDonald's,"1,2","1,2","1,2","1,2","1,2","1,2","1,2",1,3,1,1,3,1,1,1,150,250,80,200,,75,80,100,150,200,85,100,75,80,"1,2","1,2",1,"1,2",,2,1,2,1,"1,2",2,1,2,1,2,150,100,,75,85,80,100,90,110,85,75,100,75,90,"1,2",1,,"1,2",1,2,1,2,"1,2",1,2,1,"1,2",1,3,2,1,1,2,1,2,2,2,1,1,2,1,2,1,21,Online,3,53,46,160,131,138,138,5,1,9,3,,2,2,3,2,,2,2,4,2,2,2,6,6,6,7,6,6,6,6,7,6,6,6,6,7,6,"1,2,3,4,5,6,7",7,3,2,2130,1239,1250,3,65bb0f9b-3fa7-a5cc-f63d-c26c0ae3049f
68.201.230.39,530,R_6PNcAxDaFx6XcsU,29,-98,1,1,45,2,5,2,12,6,6,20,20,20,20,15,5,"1,2","1,2",2,1,1,2,2,5,5,5,5,1,1,1,,1,1,4,4,4,4,4,,,,,,,,,20,20,,20,20,,,,,,,20,20,20,"2,3",3,,3,2,,,,,,,3,"1,3",1,1,20,20,20,,,20,20,,,,,,,,3,3,3,,,3,2,,,,,,,,4,1,1,2,3,1,2,3,4,4,4,4,2,3,3,15,,3,19,19,39,43,43,31,5,1,8,1,,2,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,"1,5",4,5,4,78214,2567,2582,3,659ac897-7514-3f7e-1c49-236ae409e7e4
98.17.161.166,915,R_6PR1KP8ok2ujrFv,37,-83,1,1,18,1,4,1,"1,12",2,1,5,50,10,10,50,0,1,5,5,1,1,1,5,5,5,5,5,5,1,1,,1,1,4,4,1,4,4,,,,,,,,,50,,,50,0,50,,,,,,,40,20,3,,,3,3,3,,,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,4,3,4,4,4,3,2,2,15,,3,80,70,60,59,58,57,5,2,8,11,1,2,3,2,1,1,1,1,4,2,5,1,4,5,1,7,1,6,7,6,6,7,5,7,7,7,1,"4,5,7",5,2,1,41701,1011,54,1,659ae7f2-8a15-5524-5717-5c1785efbdf4
71.82.161.4,1115,R_6PRnQbdjS5Ck34w,45,-93,1,1,24,2,6,1,12,11,11,10,10,10,10,10,0,1,5,5,5,5,1,5,5,5,5,5,5,5,5,,1,4,4,4,4,4,4,,,,,,,,,50,,,,,20,,,,,,,,,3,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,19,19,61,65,6,7,5,1,8,1,,2,3,3,2,,2,2,3,2,3,4,5,4,5,6,5,2,5,3,3,5,5,5,2,7,4,"4,5,7",7,2,1,55024,1338,1357,2,659a1f09-2d83-4e9f-5bc5-a5cfae98ce1c
172.56.105.111,1193,R_6PYJf2F8XgaQwMt,47,-122,1,1,49,2,4,1,12,11,12,15,20,15,25,60,15,1,1,5,2,5,1,2,2,5,5,5,5,1,1,,4,4,4,4,4,4,4,,,,,,,,,100,500,,,,10,,,,,,,40,30,3,3,,,,3,,,,,,,3,1,,,,,0,,,0,0,,,,,,,,,,3,,,3,3,,,,,,,,2,2,4,3,2,2,1,1,4,4,4,2,3,2,20,Word from friends about how good the food is,3,40,30,60,60,121,120,5,1,6,"1,2,4",,2,3,3,2,,2,2,1,1,5,5,3,2,5,6,5,3,3,5,3,6,6,6,3,7,2,"4,5,7",5,6,5,98038,3001,2702,2,65ac3563-a2de-da69-d441-b822bdaa0783
173.27.241.142,1129,R_6PZBy1sIrRpaPyS,37,-93,1,1,26,2,6,1,12,4,4,10,15,10,5,10,0,"1,2",5,5,5,"1,2","1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,150,,,,0,0,,,,,,,30,35,3,,,,2,3,,,,,,,3,3,4,125,,,,0,0,,,,,,,30,40,3,,,,3,3,,,,,,,3,3,,2,4,4,4,2,4,4,4,4,4,4,4,2,2,20,Son took us ,3,38,45,101,95,220,178,1,1,7,6,,2,3,3,2,,2,2,1,2,2,2,1,2,1,7,2,1,3,1,1,7,5,1,1,7,1,"4,5,7",4,2,1,65804,1509,33,3,65961de9-11de-200d-cebf-34a43faadcd2
174.203.43.26,979,R_6PZYw0xJgzyg9Dz,30,-91,1,1,19,2,3,1,12,11,11,20,50,30,8,100,80,"1,2","1,2",2,"1,2",1,2,"1,2",5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,198,40,,0,40,,0,,,,,10,0,0,3,3,,3,2,,3,,,,,3,3,3,4,188,90,0,0,,0,0,,,,,10,0,0,3,3,3,3,,3,3,,,,,3,3,3,,2,2,4,4,2,4,3,4,4,4,4,2,4,4,15,,3,30,30,60,60,0,0,1,1,"6,7","1,8",,2,2,2,2,,1,2,1,1,5,5,1,1,1,7,2,1,3,2,1,6,5,5,5,7,1,"4,5,7",6,3,1,70360,1132,1187,2,65ac0d29-2543-ff3d-106f-5d1795cce597
149.106.56.62,1315,R_6PcUIF9dYu6ugMH,36,-85,1,1,44,2,7,1,12,4,4,4,10,5,10,0,0,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,2,1,,4,4,4,4,4,4,4,,,,,,,,,40,30,,,,5,,,,,,,,1,3,3,,,,3,,,,,,,,3,,40,25,,,,1,,,,,,,1,,3,3,,,,3,,,,,,,3,,,2,2,4,4,4,3,4,4,4,4,3,4,3,3,15,,3,40,18,90,60,31,33,5,1,8,1,,2,3,3,2,,2,2,4,2,5,4,5,5,7,7,6,5,7,7,4,7,7,6,5,7,4,"3,4,5",5,1,1,38554,2471,2538,1,6596f403-389f-38be-8e00-c0b4b7237c23
65.24.126.241,823,R_6PcnQIwDvo5eogd,40,-83,1,1,36,2,3,1,12,5,6,25,25,25,25,50,35,"1,2",2,"1,2","1,2",2,1,"1,2",1,2,1,1,2,1,"1,2",Uber eats,"1,2","1,2",2,"1,2","1,2","1,2","1,2",3,3,3,2,1,1,2,1,25,,50,75,,100,125,150,,25,50,,75,100,1,,2,1,,2,3,2,,1,2,,1,2,1,25,50,75,100,125,,150,,175,,,200,,25,1,2,2,"1,2",1,,2,,1,,,2,,1,1,2,2,1,3,1,2,1,2,3,1,2,1,2,1,"20,21",Online ,3,120,96,186,161,182,161,1,1,8,1,,2,1,2,1,1,2,2,1,1,1,1,6,7,5,6,6,6,6,7,6,6,6,6,6,7,5,1,6,3,2,43230,2079,31,2,65962626-f1bd-2834-9633-605b5fe8395b
166.199.100.136,1515,R_6PdbaUjpxPx3obE,34,-84,1,1,11,1,4,3,12,12,12,10,40,10,20,10,10,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",Kroger and Publix ,"1,2",2,"1,2","1,2",4,4,4,,,1,1,,,,,100,100,25,10,20,20,40,30,20,15,20,5,30,20,1,"1,2",2,1,2,"1,2",1,1,1,1,3,1,"1,2",1,3,50,65,15,10,25,10,20,35,15,5,5,8,50,35,1,"1,2",1,1,2,1,1,1,1,1,1,1,"1,2",1,3,1,2,1,1,1,2,2,3,3,3,2,1,1,1,15,,3,12,21,24,32,27,24,5,3,"2,4","1,3,5,6,7",,2,2,3,2,,2,1,2,2,1,5,7,4,6,6,7,5,7,4,5,5,4,5,4,7,5,4,8,4,3,30349,398,140,2,65b69bc7-ce66-417d-a739-26d45fc7bce7
24.49.162.77,1789,R_6Pe6i8GEH6SRrcL,33,-106,1,1,32,1,7,1,12,7,7,12,25,6,15,30,0,"1,2","1,2",5,5,1,5,5,5,5,5,5,5,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,40,50,,,0,,,,,,,,23,30,3,3,,,3,,,,,,,,3,3,,40,50,,,,,,,,,,,23,30,3,3,,,,,,,,,,,3,3,,2,2,4,4,2,4,4,4,4,4,4,4,2,2,15,,3,61,62,59,61,128,129,5,1,6,"1,2,6",,2,3,3,2,,2,2,3,4,5,6,2,2,2,6,7,1,5,1,2,6,2,2,5,7,1,"4,5,7",6,1,1,88345,1827,155,1,65981413-7036-c69b-a47b-87a1198332c0
174.163.129.29,1599,R_6Pf7Y7pbSDB3Lmp,34,-84,1,1,11,2,6,1,3,6,6,90,240,60,110,100,0,"1,2","1,2",5,5,5,5,5,1,5,5,2,5,"1,2","1,2",Hello Fresh,4,4,4,4,4,4,4,,,,,,,,,50,120,,,,,,50,,,,,40,25,3,3,,,,,,3,,,,,3,3,,55,170,,,,,,,,,85,,24,15,3,3,,,,,,,,,3,,3,3,,2,1,4,4,4,4,4,1,4,4,3,4,2,2,15,,3,41,64,62,66,60,0,5,3,8,8,,2,2,1,1,1,3,1,4,1,2,1,4,7,4,5,3,4,5,4,4,7,5,4,5,7,4,"2,4,5",8,2,1,30058,398,26,2,65961a73-8cdc-4b24-4260-4ec86ac67388
99.41.166.93,664,R_6Pffghwaz2E7EJP,38,-122,1,1,5,1,3,1,3,4,3,10,10,10,10,10,10,1,1,1,1,5,1,5,5,5,5,5,5,1,5,,4,1,2,4,4,4,4,,,1,,,,,,20,20,0,5,,5,,,,,,,0,,3,3,3,3,,3,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,2,4,4,3,4,4,4,2,4,15,,3,40,43,58,26,55,132,5,1,8,"1,7",,2,3,3,2,,2,2,4,2,4,4,3,4,4,6,4,3,4,5,4,3,3,5,5,7,3,"4,5,7",3,1,1,94596,191,198,3,659cf5cd-178e-3343-569e-cb5d1a824f91
97.122.243.167,699,R_6PgHweKIvFO317j,40,-105,1,1,6,1,5,1,8,12,12,7,30,10,20,50,0,"1,2","1,2",5,5,1,5,5,5,5,5,5,5,1,1,,"1,2",4,4,4,4,4,4,,,,,,,,,30,120,,,0,,,,,,,,40,30,1,1,,,1,,,,,,,,1,1,,40,120,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,2,2,2,2,2,4,2,4,4,4,4,4,2,2,15,,3,61,61,89,91,56,58,5,1,8,"4,5",,2,3,3,2,,2,2,4,2,2,4,4,4,7,7,1,1,7,7,7,7,6,6,5,7,4,"3,4,5",8,3,2,80116,250,269,1,65aaa576-0d1e-bcb3-2d0a-85267fd5f4a5
192.161.78.18,587,R_6PhFNX4HYcmYcMc,37,-80,1,1,48,2,3,1,12,8,10,10,10,20,10,5,15,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,150,150,,,,0,,,,,,,50,,1,1,,,,3,,,,,,,2,,4,150,150,,,,0,,,,,,,60,,1,1,,,,3,,,,,,,2,,4,1,1,4,3,3,4,4,4,4,4,4,4,1,4,15,,3,20,20,40,16,50,15,5,1,3,"1,2,4",,2,2,2,2,,1,3,1,4,2,4,1,1,2,7,3,6,5,5,6,3,3,6,6,7,5,4,7,4,3,24179,2867,2993,3,659b71e6-c3d5-40c9-9e55-5b95eefcc382
174.244.149.112,5295,R_6PjlmFOXZdCCUv1,41,-74,1,1,33,2,2,1,12,12,12,0,15,10,20,10,0,5,"1,2",5,5,"1,2",5,"1,2",5,5,5,5,"1,2",5,"1,2",,4,4,4,4,4,4,4,,,,,,,,,,10,,,5,,15,,,,,7,,20,,3,,,3,,3,,,,,3,,"1,2",1,,40,,,40,,0,,,,,10,,50,,3,,,3,,3,,,,,3,,"1,2",1,4,4,4,2,1,4,1,4,4,4,4,2,4,2,15,,3,33,32,30,31,21,28,4,3,8,1,,2,3,3,3,,2,2,3,2,2,1,2,1,2,5,4,2,5,3,3,5,5,5,2,7,4,"4,5,7",7,2,1,10016,1861,1892,3,65b96e4c-f34c-29aa-b9ad-236f3dbc3131
162.255.169.50,1762,R_6PmKu3l4PhqBLXK,36,-83,1,1,34,2,6,1,3,1,1,0,30,10,0,0,10,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,4,"1,2",4,"1,2",4,4,,1,3,,,,,,50,,,,,0,,,,,,,,,3,,,,,3,,,,,,,,,,50,,,,,0,,,,,,,,,3,,,,,3,,,,,,,,,,2,2,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,61,61,30,30,0,0,5,1,6,1,,2,3,3,2,,2,2,3,1,5,4,3,4,3,6,4,4,6,5,4,5,5,4,4,7,4,"4,5,7",5,1,1,28801,1924,1935,3,659a1945-6853-c80e-6e5a-b86f22b1ac1a
107.115.9.48,1094,R_6Pnm3cIbrK0hF17,33,-97,1,1,25,2,5,1,12,6,4,0,0,5,10,20,5,"1,2",5,5,5,2,2,5,5,5,5,5,5,2,2,,"1,2","1,2",4,4,4,4,4,,,,,,,,,25,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,50,,,,10,5,,,,,,,5,5,3,,,,2,3,,,,,,,3,3,4,1,4,4,4,1,2,4,4,4,4,4,4,2,1,15,,3,64,67,96,97,112,111,5,1,3,"1,8",,2,2,1,1,1,1,1,2,2,1,1,5,5,5,7,2,1,7,5,1,7,7,6,1,7,4,"4,5,7",7,3,2,39074,1426,179,1,65978596-5cec-2cd3-1d7d-759618091d93
99.82.192.230,2225,R_6PoOE35FybtA5tI,38,-122,1,1,5,1,6,1,3,8,8,40,0,20,25,0,15,1,1,5,1,1,5,1,5,5,5,5,1,1,1,,1,4,4,4,4,4,4,,,,,,,,,100,100,,20,0,,0,,,,,50,20,0,3,3,,3,3,,3,,,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,4,2,2,2,4,4,4,2,2,2,15,,3,60,60,100,100,30,30,5,3,8,6,,2,3,3,2,,2,2,4,1,3,4,7,7,7,7,7,4,7,6,7,7,7,7,7,7,1,"1,2,3,4,5,6,7",5,4,1,94603,191,192,2,6598f56f-81b5-9b26-83e0-f9a3156771c3
45.24.66.32,860,R_6Pop4WgJLRnl20h,33,-97,1,1,45,1,3,1,12,8,10,15,65,16,15,35,23,"1,2","1,2","1,2","1,2",5,"1,2","1,2",5,5,5,5,5,"1,2",5,,4,4,1,4,4,4,4,,,,,,,,,200,100,15,25,,50,0,,,,,,60,,3,3,3,3,,3,3,,,,,,3,,,180,100,28,25,,45,0,,,,,,30,,3,3,3,3,,3,3,,,,,,3,,,2,2,3,3,4,1,2,4,4,4,4,4,3,4,15,,3,34,34,179,172,125,138,5,3,8,1,,2,2,1,1,3,1,2,2,2,1,2,2,1,5,7,2,4,6,6,3,6,6,3,3,7,1,"3,4,7",2,4,1,75149,2567,25,2,659ead13-345b-d3c4-d48f-0967730263cd
72.208.208.115,1244,R_6PuGcFBEY7dP7jt,32,-111,1,1,3,2,4,1,"1,12",5,5,10,60,10,40,20,20,"1,2","1,2","1,2",5,5,2,5,5,5,5,5,"1,2","1,2","1,2",,"1,2",4,"1,2","1,2","1,2",4,4,,1,3,3,,1,,,0,50,0,,,,,,,,,0,0,0,3,1,3,,,,,,,,,3,3,3,,30,30,0,,,0,,,,,,0,10,0,1,1,3,,,3,,,,,,3,1,3,,2,2,2,4,4,4,2,4,4,4,3,4,3,3,15,,3,68,68,135,136,38,36,5,1,"4,5","1,7",,2,2,2,2,,2,2,1,2,2,3,4,4,5,5,5,4,5,7,5,6,4,6,4,7,4,"4,5,6",5,2,1,85706,99,110,3,65965a86-dfb7-67e4-48da-76084bc1e386
172.56.224.241,1213,R_6Pwy6SRC9nIGpON,34,-87,1,1,1,1,5,1,12,1,4,50,200,100,50,100,100,"1,2",5,5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2",5,,4,4,4,4,"1,2",4,4,,1,,,,,,,300,,,100,,150,,,,,,,200,,3,,,3,,3,,,,,,,3,,,200,,,100,,150,,,,,,,100,,3,,,3,,3,,,,,,,3,,,2,4,4,2,4,2,4,4,4,4,4,4,2,4,15,,3,120,120,120,120,60,60,5,3,8,1,,2,3,3,2,,2,2,4,2,5,1,1,1,7,7,1,1,7,1,7,5,2,1,5,7,1,"4,5,7",6,6,2,35811,1,46,1,659e4a6c-5757-6a2a-cf66-0db6551992ea
98.115.100.101,613,R_6Q6NIOzbHHX4JIN,40,-75,1,1,39,1,5,1,12,12,12,15,20,10,10,0,20,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,150,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,150,,,,,,,,,,,,,,3,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,3,2,2,15,,3,30,30,89,90,85,87,5,1,8,8,,2,3,3,2,,2,2,1,1,1,4,3,1,2,4,1,1,1,2,5,4,3,1,3,7,1,"4,5,7",8,3,1,18966,2283,2292,2,65abd74f-d831-0cd3-3e8a-173d57b4c701
71.199.52.115,926,R_6Q9kpm6E6LMYyt6,41,-112,1,1,46,1,7,1,12,4,4,35,40,15,20,30,15,2,1,1,1,1,2,5,5,5,5,5,5,1,2,,4,4,4,4,4,4,4,,,,,,,,,,35,30,10,40,,,,,,,,50,,,2,2,3,2,,,,,,,,2,,4,0,,,,,0,,,,,,,,0,3,,,,,3,,,,,,,,3,,1,2,3,2,1,1,2,4,4,4,4,4,2,3,15,,3,28,28,61,35,11,15,5,1,8,"1,3,11",3,2,3,3,2,,2,2,3,1,2,4,2,2,5,7,1,1,6,1,6,4,6,2,2,7,1,"3,4,7",7,2,1,84129,2822,2840,2,65963086-9316-5796-5724-c017ab4019eb
24.209.115.17,446,R_6QEChorDKpBjlXu,43,-88,1,1,51,2,5,1,12,9,9,0,45,12,24,0,4,"1,2",5,5,5,5,"1,2",5,5,5,5,5,5,5,5,,4,4,"1,2","1,2","1,2",4,4,,3,3,3,,,,,45,,,,,45,,,,,,,,,3,,,,,3,,,,,,,,,,45,,,,,45,,,,,,,,,3,,,,,3,,,,,,,,,,1,2,4,4,4,2,4,4,4,4,4,4,4,4,15,,3,12,53,62,58,83,83,5,1,6,7,,2,2,2,2,,2,2,4,4,2,4,3,3,3,6,3,3,3,3,3,5,3,3,4,7,4,4,4,2,1,53214,3097,3138,3,659a13dd-fe18-12a5-17ca-5512bad96d4a
69.146.98.41,1236,R_6QENVLjAlCMYkTD,37,-106,1,1,6,2,3,2,12,4,3,5,20,20,30,25,150,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,"1,2","1,2","1,2",,4,4,"1,2",4,4,4,4,,,3,,,,,,50,150,,20,,80,,,,,,10,40,45,3,1,,3,,3,,,,,,3,3,2,4,0,0,,0,,0,,,,,,0,0,0,3,3,,3,,3,,,,,,3,3,3,,2,2,4,2,4,2,4,4,4,4,4,4,2,2,15,,3,44,42,46,46,32,30,5,3,8,1,,2,2,2,2,,1,3,4,4,5,4,2,2,3,7,2,2,4,6,3,5,4,4,4,7,3,4,2,2,1,81144,250,304,1,65aa915a-12de-e6ce-3b91-c5c330c6a31b
174.210.231.121,636,R_6QEmKhkrVbwQUPN,43,-83,1,1,23,2,5,1,12,11,11,0,24,3,5,50,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,80,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,2,2,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,9,6,29,30,32,42,5,1,8,1,,2,3,3,2,,2,2,1,2,2,4,5,2,6,6,6,1,5,2,2,6,6,4,4,7,3,"5,7",3,2,1,49080,1254,1257,1,65a124bb-2bf1-f0b9-5170-bc804a20c3ac
184.56.33.112,620,R_6QGkSFeYeRiskcK,42,-81,1,1,36,1,6,1,12,10,10,25,100,20,15,45,10,"1,2",5,5,5,5,"1,2",5,5,5,5,5,"1,2",5,5,,4,4,4,4,4,4,4,,,,,,,,,215,,,,,0,,,,,,0,,,2,,,,,3,,,,,,3,,,4,205,,,,,45,,,,,,0,,,2,,,,,1,,,,,,3,,,3,2,4,4,4,2,2,4,4,4,4,4,4,4,4,17,in town square,3,59,60,151,152,154,155,5,1,8,"1,3",,2,3,3,2,,2,2,1,2,1,4,5,5,6,6,5,3,5,5,5,5,3,5,5,7,5,"1,3,5",3,4,3,44024,2079,2107,1,65949667-9796-5a39-edda-2544ec94f342
216.82.61.135,456,R_6QJ1LwwIXkrnXXj,35,-77,1,1,34,2,5,1,5,10,5,10,20,15,10,20,10,1,1,5,5,5,5,5,5,5,5,5,5,"1,2",5,,1,4,4,4,4,4,4,,,,,,,,,50,50,,,,,,,,,,,0,,3,3,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,3,,,1,3,4,4,4,4,4,4,4,4,4,4,3,4,15,,3,61,61,55,55,58,58,5,1,8,"5,8",,2,3,3,2,,2,2,4,1,5,4,2,1,1,7,1,1,1,1,1,5,2,2,2,7,1,"4,5,7",7,3,2,28546,1924,1991,2,659b4aa3-5f0b-b8a3-21fd-3454900447e2
107.122.241.115,1250,R_6QJS1I5b8cGQdQJ,42,-83,1,1,44,1,5,1,12,9,11,10,60,10,5,15,0,"1,2","1,2",5,"1,2",5,"1,2","1,2",5,5,5,5,5,"1,2","1,2",,"1,2","1,2",4,4,4,4,4,,,,,,,,,75,75,,10,,10,0,,,,,,25,25,3,3,,3,,3,3,,,,,,3,3,,50,20,,10,,20,15,,,,,,20,20,3,3,,3,,3,3,,,,,,3,3,,2,2,4,2,4,2,1,4,4,4,4,4,2,2,15,,3,43,47,64,61,61,66,5,3,8,1,,2,2,2,1,3,1,2,1,2,2,4,5,5,5,5,5,5,5,5,5,5,5,4,5,7,5,"1,3,4",3,2,1,37918,2471,657,3,659a332f-0235-1e0e-f717-e5bb61c531d1
216.21.169.134,699,R_6QLilqYiqsN4nCP,39,-95,1,1,26,1,4,1,12,10,10,20,20,15,15,20,10,"1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,2,2,2,4,4,,2,2,2,,2,,,50,50,,20,,10,,,,,,,20,30,3,3,,3,,3,,,,,,,3,3,,50,50,,20,,20,,,,,,,20,0,3,3,,3,,3,,,,,,,3,3,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,15,,3,11,19,41,118,46,35,5,1,8,5,,2,3,3,3,,2,2,3,4,3,4,3,3,4,5,4,4,4,3,3,5,4,4,4,7,3,"4,5,7",5,2,1,64111,1509,37,3,65b59afa-9b80-76fe-965d-0142adb7e2b5
